x,y,z
0.0,0.0,0.0
0.0,0.2785142527367778,0.15451879280784048
0.0,0.5570285054735556,0.5814920712880266
0.0,0.8355427582103334,0.984807753012208
0.0,1.1140570109471113,0.612600545193203
0.0,1.3925712636838892,0.6720078605555224
0.0,1.6710855164206668,0.6427876096865403
0.0,1.9495997691574447,0.9683899605278057
0.0,2.2281140218942226,0.4831125992966378
0.0,2.5066282746310002,2.266215559059192e-15
0.2785142527367778,0.0,0.07749242067193093
0.2785142527367778,0.2785142527367778,0.23061587074244014
0.2785142527367778,0.5570285054735556,0.6427876096865393
0.2785142527367778,0.8355427582103334,0.9953027957931658
0.2785142527367778,1.1140570109471113,0.5495089780708062
0.2785142527367778,1.3925712636838892,0.7273736415730486
0.2785142527367778,1.6710855164206668,0.5814920712880276
0.2785142527367778,1.9495997691574447,0.9848077530122079
0.2785142527367778,2.2281140218942226,0.5495089780708047
0.2785142527367778,2.5066282746310002,0.07749242067192781
0.5570285054735556,0.0,0.3053259976951131
0.5570285054735556,0.2785142527367778,0.4487991802004621
0.5570285054735556,0.5570285054735556,0.8021231927550437
0.5570285054735556,0.8355427582103334,0.9908004033648453
0.5570285054735556,1.1140570109471113,0.3420201433256689
0.5570285054735556,1.3925712636838892,0.8660254037844385
0.5570285054735556,1.6710855164206668,0.37819985817164353
0.5570285054735556,1.9495997691574447,0.9983081582712683
0.5570285054735556,2.2281140218942226,0.7273736415730482
0.5570285054735556,2.5066282746310002,0.305325997695111
0.8355427582103334,0.0,0.6427876096865393
0.8355427582103334,0.2785142527367778,0.7534358963276606
0.8355427582103334,0.5570285054735556,0.9683899605278058
0.8355427582103334,0.8355427582103334,0.866025403784439
0.8355427582103334,1.1140570109471113,0.03877537125681615
0.8355427582103334,1.3925712636838892,0.9908004033648452
0.8355427582103334,1.6710855164206668,1.133107779529596e-15
0.8355427582103334,1.9495997691574447,0.9021674247810385
0.8355427582103334,2.2281140218942226,0.9328837047319999
0.8355427582103334,2.5066282746310002,0.6427876096865369
1.1140570109471113,0.0,0.9461481568757504
1.1140570109471113,0.2785142527367778,0.984807753012208
1.1140570109471113,0.5570285054735556,0.9579895123154889
1.1140570109471113,0.8355427582103334,0.483112599296639
1.1140570109471113,1.1140570109471113,0.5495089780708056
1.1140570109471113,1.3925712636838892,0.9182161068802742
1.1140570109471113,1.6710855164206668,0.5166993711518619
1.1140570109471113,1.9495997691574447,0.5495089780708068
1.1140570109471113,2.2281140218942226,0.9848077530122081
1.1140570109471113,2.5066282746310002,0.9461481568757497
1.3925712636838892,0.0,0.9328837047320006
1.3925712636838892,0.2785142527367778,0.8660254037844387
1.3925712636838892,0.5570285054735556,0.5495089780708062
1.3925712636838892,0.8355427582103334,0.19271226054808915
1.3925712636838892,1.1140570109471113,0.9579895123154888
1.3925712636838892,1.3925712636838892,0.44879918020046244
1.3925712636838892,1.6710855164206668,0.9461481568757502
1.3925712636838892,1.9495997691574447,0.11609291412522856
1.3925712636838892,2.2281140218942226,0.6427876096865405
1.3925712636838892,2.5066282746310002,0.9328837047320016
1.6710855164206668,0.0,0.3420201433256693
1.6710855164206668,0.2785142527367778,0.19271226054809026
1.6710855164206668,0.5570285054735556,0.26817261276063686
1.6710855164206668,0.8355427582103334,0.8660254037844379
1.6710855164206668,1.1140570109471113,0.8459864259198417
1.6710855164206668,1.3925712636838892,0.3781998581716415
1.6710855164206668,1.6710855164206668,0.86602540378444
1.6710855164206668,1.9495997691574447,0.8246750041091063
1.6710855164206668,2.2281140218942226,0.15451879280783826
1.6710855164206668,2.5066282746310002,0.34202014332567227
1.9495997691574447,0.0,0.6126005451932024
1.9495997691574447,0.2785142527367778,0.7273736415730484
1.9495997691574447,0.5570285054735556,0.9579895123154888
1.9495997691574447,0.8355427582103334,0.8847617971766579
1.9495997691574447,1.1140570109471113,2.4492935982947064e-16
1.9495997691574447,1.3925712636838892,0.984807753012208
1.9495997691574447,1.6710855164206668,0.03877537125681842
1.9495997691574447,1.9495997691574447,0.9182161068802747
1.9495997691574447,2.2281140218942226,0.9182161068802736
1.9495997691574447,2.5066282746310002,0.6126005451932021
2.2281140218942226,0.0,0.968389960527806
2.2281140218942226,0.2785142527367778,0.9182161068802742
2.2281140218942226,0.5570285054735556,0.6427876096865396
2.2281140218942226,0.8355427582103334,0.07749242067192982
2.2281140218942226,1.1140570109471113,0.9182161068802737
2.2281140218942226,1.3925712636838892,0.5495089780708068
2.2281140218942226,1.6710855164206668,0.9021674247810366
2.2281140218942226,1.9495997691574447,4.898587196589413e-16
2.2281140218942226,2.2281140218942226,0.7273736415730501
2.2281140218942226,2.5066282746310002,0.9683899605278068
2.5066282746310002,0.0,1.133107779529596e-15
2.5066282746310002,0.2785142527367778,0.1545187928078394
2.5066282746310002,0.5570285054735556,0.5814920712880258
2.5066282746310002,0.8355427582103334,0.9848077530122077
2.5066282746310002,1.1140570109471113,0.6126005451932043
2.5066282746310002,1.3925712636838892,0.6720078605555212
2.5066282746310002,1.6710855164206668,0.6427876096865418
2.5066282746310002,1.9495997691574447,0.9683899605278056
2.5066282746310002,2.2281140218942226,0.483112599296636
2.5066282746310002,2.5066282746310002,4.287501758288913e-15
